CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2,DIRECCION CORREGIDA,ESTABLECIMIENTO CORREGIDO
11-06-0061-46,11-018,RETALHULEU,SAN ANDRES VILLA SECA,LICEO TÉCNICO MAQUINENSE LITECMA,FAJA NO.9 LADO SAMALÁ PARCELAMIENTO LA MÁQUINA,43885563.0,MIRTA ALIDA CASTELLANOS MARROQUIN,OLJER MELQUESIDET OBDULIO HIGUEROS HERNÁNDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, F A J A  N O . 9  L A D O  S A M A L Á  P A R C E L A M I E N T O  L A  M Á Q U I N A ,LICEO TÉCNICO MAQUINENSE LITECMA
11-06-0064-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,LICEO TÉCNICO MAQUINENSE LITECMA,FAJA NO.9 LADO SAMALÁ PARCELAMIENTO LA MÁQUINA,40029699.0,MIGUEL ANGEL ARMAS ROCHA,IRIS ALEIDA HIGUEROS HERNÁNDEZ DE ARMAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, F A J A  N O . 9  L A D O  S A M A L Á  P A R C E L A M I E N T O  L A  M Á Q U I N A ,LICEO TÉCNICO MAQUINENSE LITECMA
11-06-0065-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,LICEO TÉCNICO MAQUINENSE LITECMA,FAJA NO.9 LADO SAMALÁ PARCELAMIENTO LA MÁQUINA,40029699.0,MIGUEL ANGEL ARMAS ROCHA,IRIS ALEIDA HIGUEROS HERNÁNDEZ DE ARMAS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, F A J A  N O . 9  L A D O  S A M A L Á  P A R C E L A M I E N T O  L A  M Á Q U I N A ,LICEO TÉCNICO MAQUINENSE LITECMA
11-06-0069-46,11-018,RETALHULEU,SAN ANDRES VILLA SECA,LICEO TÉCNICO MAQUINENSE LITECMA,FAJA NO.9 LADO SAMALÁ PARCELAMIENTO LA MÁQUINA,30071440.0,MIRTA ALIDA CASTELLANOS MARROQUIN,ARELIS ADELA ALEGRÍA RAMÍREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, F A J A  N O . 9  L A D O  S A M A L Á  P A R C E L A M I E N T O  L A  M Á Q U I N A ,LICEO TÉCNICO MAQUINENSE LITECMA
11-06-0070-46,11-014,RETALHULEU,SAN ANDRES VILLA SECA,"INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA ""UTZZ KAQI""",PARCELAMIENTO BUENOS AIRES,50173419.0,JULIO CÉSAR HERRERA ROLDÁN,ANIBAL HUMBERTO VELÁSQUEZ YES,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, P A R C E L A M I E N T O  B U E N O S  A I R E S ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA UTZZ KAQI
11-06-0080-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,"INSTITUTO MIXTO MUNICIPAL ""MARÍA FLORENCIA ARTEAGA""",CABECERA MUNICIPAL ZONA 1,55627122.0,MIGUEL ANGEL ARMAS ROCHA,ZAYDA ROSSANA DÍAZ ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,, C A B E C E R A  M U N I C I P A L  Z O N A  1 ,INSTITUTO MIXTO MUNICIPAL MARÍA FLORENCIA ARTEAGA
11-06-0082-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,LICEO TÉCNICO MAQUINENSE LITECMA,FAJA NO.9 LADO SAMALA,40029699.0,MIGUEL ANGEL ARMAS ROCHA,IRIS ALEIDA HIGUEROS HERNÁNDEZ DE ARMAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,, F A J A  N O . 9  L A D O  S A M A L A ,LICEO TÉCNICO MAQUINENSE LITECMA
11-06-0084-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO LICEO RURAL MIXTO TULULÁ,"KM. 4.5 CARRETERA A LA MAQUINA, INGENIO TULULA",32744395.0,MIGUEL ANGEL ARMAS ROCHA,GLENDY CAROLINA RUIZ BAUTISTA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,," K M .  4 . 5  C A R R E T E R A  A  L A  M A Q U I N A ,  I N G E N I O  T U L U L A ",COLEGIO LICEO RURAL MIXTO TULULÁ
11-06-0085-46,11-014,RETALHULEU,SAN ANDRES VILLA SECA,INSTITUTO MIXTO MUNICIPAL MARÍA FLORENCIA ARTEAGA,CABECERA MUNICIPAL ZONA 1,55627122.0,JULIO CÉSAR HERRERA ROLDÁN,ZAYDA ROSSANA DÍAZ ALVARADO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, C A B E C E R A  M U N I C I P A L  Z O N A  1 ,INSTITUTO MIXTO MUNICIPAL MARÍA FLORENCIA ARTEAGA
11-06-0086-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO SAN ANDRÉS VILLA SECA,LINEA C-4 SIS PARCELAMIENTO LA MAQUINA,32841084.0,MIGUEL ANGEL ARMAS ROCHA,ELDER ARMANDO RABANALES BLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,, L I N E A  C - 4  S I S  P A R C E L A M I E N T O  L A  M A Q U I N A ,COLEGIO SAN ANDRÉS VILLA SECA
11-06-1339-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO LICEO RURAL MIXTO TULULA,KM. 4.5 CARRETERA A LA MAQUINA,32744395.0,MIGUEL ANGEL ARMAS ROCHA,GLENDY CAROLINA RUIZ BAUTISTA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, K M .  4 . 5  C A R R E T E R A  A  L A  M A Q U I N A ,COLEGIO LICEO RURAL MIXTO TULULA
11-06-1409-46,11-016,RETALHULEU,SAN ANDRES VILLA SECA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,CABECERA MUNICIPAL,34585167.0,MARIO RENE RIVERA ARGUETA,JUANA ARDÓN POP,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, C A B E C E R A  M U N I C I P A L ,INSTITUTO DIVERSIFICADO POR COOPERATIVA
11-06-1410-46,11-016,RETALHULEU,SAN ANDRES VILLA SECA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,"CENTRO URBANO NO. 2 LA MAQUINA, SAN ANDRES VILLA SECA, RETALHULEU",53138386.0,MARIO RENE RIVERA ARGUETA,ADELA GENOVEVA SAGASTUME BLANCO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,," C E N T R O  U R B A N O  N O .  2  L A  M A Q U I N A ,  S A N  A N D R E S  V I L L A  S E C A ,  R E T A L H U L E U ",INSTITUTO DIVERSIFICADO POR COOPERATIVA
11-06-1469-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO,ENTRADA PRINCIPAL CENTRO 2 LA MAQUINA,78429789.0,MIGUEL ANGEL ARMAS ROCHA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, E N T R A D A  P R I N C I P A L  C E N T R O  2  L A  M A Q U I N A ,COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO
11-06-1470-46,11-017,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO,ENTRADA PRINCIPAL DEL CENTRO 2 LA MAQUINA,,MIGUEL ANGEL ARMAS ROCHA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,,, E N T R A D A  P R I N C I P A L  D E L  C E N T R O  2  L A  M A Q U I N A ,COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO
11-07-0014-46,11-014,RETALHULEU,CHAMPERICO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PARCELAMIENTO EL ROSARIO,54671756.0,JULIO CÉSAR HERRERA ROLDÁN,IRAYDA EDELMIRA DE LEÓN BARRIOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, P A R C E L A M I E N T O  E L  R O S A R I O ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
11-07-0015-46,11-014,RETALHULEU,CHAMPERICO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO LA ESPERANZA,50316450.0,JULIO CÉSAR HERRERA ROLDÁN,BLADIN JAHIRCINIO TESAGUIC MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, B A R R I O  L A  E S P E R A N Z A ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
11-07-0024-46,11-016,RETALHULEU,CHAMPERICO,"COLEGIO PARTICULAR MIXTO ""INMACULADA CONCEPCION""","7A. Y 8A. CALLE, AVENIDA ""COATEPEQUE""",77737379.0,MARIO RENE RIVERA ARGUETA,ELSA YOLANDA MORALES CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,," 7 A .  Y  8 A .  C A L L E , A V .  "" C O A T E P E Q U E "" ",COLEGIO PARTICULAR MIXTO INMACULADA CONCEPCION
11-07-0033-46,11-014,RETALHULEU,CHAMPERICO,INSTITUTO MUNICIPAL DE EDUCACION MEDIA Y BACHILLERATO POR MADUREZ,"AVENIDA MAZATENANGO, BARRIO EL CENTRO",46373261.0,JULIO CÉSAR HERRERA ROLDÁN,LETICIA MARIVEL RAMÍREZ LÓPEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DOMINICAL,RETALHULEU,,," A V .  M A Z A T E N A N G O ,  B A R R I O  E L  C E N T R O ",INSTITUTO MUNICIPAL DE EDUCACION MEDIA Y BACHILLERATO POR MADUREZ
11-07-0039-46,11-018,RETALHULEU,CHAMPERICO,"CENTRO EDUCATIVO MIXTO ""FUTURO DE LOS NIÑOS"" (CEFUNI)",7A. Y 8A. CALLE AVENIDA RETALHULEU,77737193.0,MIRTA ALIDA CASTELLANOS MARROQUIN,ELSA YOLANDA MORALES CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, 7 A .  Y  8 A .  C A L L E A V .  R E T A L H U L E U ,CENTRO EDUCATIVO MIXTO FUTURO DE LOS NIÑOS (CEFUNI)
11-07-0047-46,11-017,RETALHULEU,CHAMPERICO,COLEGIO MIXTO PAULO COELHO CHAMPERICO,COLONIA LA FELICIDAD,41772373.0,MIGUEL ANGEL ARMAS ROCHA,WERNER MISAEL TIPAZ FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, C O L O N I A  L A  F E L I C I D A D ,COLEGIO MIXTO PAULO COELHO CHAMPERICO
11-07-0049-46,11-004,RETALHULEU,CHAMPERICO,COLEGIO MIXTO PAULO COELHO CHAMPERICO,COLONIA LA FELICIDAD,41772373.0,MIGUEL ANGEL ARMAS ROCHA,WERNER MISAEL TIPAZ FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, C O L O N I A  L A  F E L I C I D A D ,COLEGIO MIXTO PAULO COELHO CHAMPERICO
11-07-0058-46,11-017,RETALHULEU,CHAMPERICO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,AV. MAZATENANGO BARRIO EL CENTRO,49150442.0,MIGUEL ANGEL ARMAS ROCHA,MARIO RONALDO DÍAZ TEVALÁN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,, A V .  M A Z A T E N A N G O  B A R R I O  E L  C E N T R O ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
11-07-0219-46,11-018,RETALHULEU,CHAMPERICO,COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS,BARRIO SAN MIGUEL,31201727.0,MIRTA ALIDA CASTELLANOS MARROQUIN,ANGEL HUMBERTO CRUZ MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, B A R R I O  S A N  M I G U E L ,COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS
11-07-1245-46,11-018,RETALHULEU,CHAMPERICO,CENTRO EXPERIMENTAL DEL PACIFICO,AV. MAZATENANGO 2A Y 3A. CALLE,77737371.0,MIRTA ALIDA CASTELLANOS MARROQUIN,ROSA MARIA FLORES MENDIZABAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, A V .  M A Z A T E N A N G O  2 A  Y  3 A .  C A L L E ,CENTRO EXPERIMENTAL DEL PACIFICO
11-07-1411-46,11-019,RETALHULEU,CHAMPERICO,COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS (POR MADUREZ),BARRIO SAN MIGUEL,77737056.0,LISBETH SURAMA LOPEZ CALVILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, B A R R I O  S A N  M I G U E L ,COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS (POR MADUREZ)
11-07-1443-46,11-017,RETALHULEU,CHAMPERICO,CENTRO EXPERIMENTAL DEL PACIFICO (POR MADUREZ),AVENIDA MAZATENANGO ENTRE 2A. Y 3A. CALLE,77737371.0,MIGUEL ANGEL ARMAS ROCHA,ROSA MARIA FLORES MENDIZÁBAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, A V .  M A Z A T E N A N G O  E N T R E  2 A .  Y  3 A .  C A L L E ,CENTRO EXPERIMENTAL DEL PACIFICO (POR MADUREZ)
11-07-1499-46,11-018,RETALHULEU,CHAMPERICO,"COLEGIO MIXTO EVANGELICO ""EMANUEL""",ENTRE 8A. Y 9A. CALLE AVENIDA RETALHULEU,77930515.0,MIRTA ALIDA CASTELLANOS MARROQUIN,SANDRA NORBELY VALIENTE GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, E N T R E  8 A .  Y  9 A .  C A L L E A V .  R E T A L H U L E U ,COLEGIO MIXTO EVANGELICO EMANUEL
11-08-0014-46,11-014,RETALHULEU,NUEVO SAN CARLOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COMUNIDAD AGRARIA CANDELARIA XOLHUITZ,40908785.0,JULIO CÉSAR HERRERA ROLDÁN,CESAR ARMANDO VELASQUEZ ESCOBAR,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, C O M U N I D A D  A G R A R I A  C A N D E L A R I A  X O L H U I T Z ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
11-08-0024-46,11-014,RETALHULEU,NUEVO SAN CARLOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. AVENIDA 2-55 ZONA 1,52137929.0,JULIO CÉSAR HERRERA ROLDÁN,HERMAN ISAÍ BARRIOS MAZARIEGOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, 2 A . A V .  2 - 5 5  Z O N A  1 ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
11-08-0044-46,11-017,RETALHULEU,NUEVO SAN CARLOS,CENTRO EDUCATIVO EL EXITO,ALDEA CABAÑAS,56541286.0,MIGUEL ANGEL ARMAS ROCHA,PERCIA FLORIDALMA MAZARIEGOS CALDERÓN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, A L D E A  C A B A Ñ A S ,CENTRO EDUCATIVO EL EXITO
11-08-0052-46,11-018,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO EDUCOM,COLONIA MORÁN,55476808.0,MIRTA ALIDA CASTELLANOS MARROQUIN,LILIAN PATRICIA ALVARADO HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, C O L O N I A  M O R Á N ,COLEGIO CRISTIANO EDUCOM
11-08-0054-46,11-018,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO EDUCOM,COLONIA MORÁN,55476808.0,MIRTA ALIDA CASTELLANOS MARROQUIN,LILIAN PATRICIA ALVARADO HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, C O L O N I A  M O R Á N ,COLEGIO CRISTIANO EDUCOM
11-08-0056-46,11-017,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO EDUCOM,COLONIA MORÁN,55476808.0,MIGUEL ANGEL ARMAS ROCHA,CLEIDY GERENDINA LÓPEZ CALDERÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,RETALHULEU,,, C O L O N I A  M O R Á N ,COLEGIO CRISTIANO EDUCOM
11-08-0059-46,11-018,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO EDUCOM,COLONIA MORÁN,55476808.0,MIRTA ALIDA CASTELLANOS MARROQUIN,LILIAN PATRICIA ALVARADO HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,,, C O L O N I A  M O R Á N ,COLEGIO CRISTIANO EDUCOM
11-08-0061-46,11-017,RETALHULEU,NUEVO SAN CARLOS,COLEGIO GENESIS,"ALDEA GRANADOS, SECTOR I",51731731.0,MIGUEL ANGEL ARMAS ROCHA,ELDER ROLANDO REYES SANTOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,," A L D E A  G R A N A D O S ,  S E C T O R  I ",COLEGIO GENESIS
11-08-0063-46,11-017,RETALHULEU,NUEVO SAN CARLOS,COLEGIO GENESIS,"ALDEA GRANADOS, SECTOR I",51731731.0,MIGUEL ANGEL ARMAS ROCHA,ELDER ROLANDO REYES SANTOS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,," A L D E A  G R A N A D O S ,  S E C T O R  I ",COLEGIO GENESIS
11-08-0064-46,11-018,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO MARANATHA,COLONIA MORÁN,41230783.0,MIRTA ALIDA CASTELLANOS MARROQUIN,EDY RENATO DE LEÓN LOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, C O L O N I A  M O R Á N ,COLEGIO CRISTIANO MARANATHA
11-08-0066-46,11-018,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO MARANATHA,6TA AV. 04-003 ZONA1,35943345.0,MIRTA ALIDA CASTELLANOS MARROQUIN,DINA CORINA GUZMÁN AMBROCIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, 6 T A  A V .  0 4 - 0 0 3  Z O N A 1 ,COLEGIO CRISTIANO MARANATHA
11-08-0071-46,11-017,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO MARANATHA,COLONIA MORÁN,32602846.0,MIGUEL ANGEL ARMAS ROCHA,LUIS GUILLERMO GONZÁLEZ ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, C O L O N I A  M O R Á N ,COLEGIO CRISTIANO MARANATHA
11-08-0073-46,11-019,RETALHULEU,NUEVO SAN CARLOS,MODALIDADES FLEXIBLES,COLONIA MORAN,56231580.0,LISBETH SURAMA LOPEZ CALVILLO,PEDRO LEONARDO REYNA MOLLER,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,RETALHULEU,,, C O L O N I A  M O R A N ,MODALIDADES FLEXIBLES
11-08-0075-46,11-017,RETALHULEU,NUEVO SAN CARLOS,CENTRO EDUCATIVO EL EXITO,"ALDEA CABAÑAS, SECTOR LOPEZ",56541286.0,MIGUEL ANGEL ARMAS ROCHA,PERCIA FLORIDALMA MAZARIEGOS CALDERÓN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,," A L D E A  C A B A Ñ A S ,  S E C T O R  L O P E Z ",CENTRO EDUCATIVO EL EXITO
11-08-0077-46,11-017,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO EDUCOM,COLONIA MORAN,55476808.0,MIGUEL ANGEL ARMAS ROCHA,LILIAN PATRICIA ALVARADO HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,, C O L O N I A  M O R A N ,COLEGIO CRISTIANO EDUCOM
11-08-0079-46,11-017,RETALHULEU,NUEVO SAN CARLOS,COLEGIO GÉNESIS,ALDEA GRANADOS SECTOR II,51731731.0,MIGUEL ANGEL ARMAS ROCHA,ELDER ROLANDO REYES SANTOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,, A L D E A  G R A N A D O S  S E C T O R  I I ,COLEGIO GÉNESIS
11-08-0081-46,11-017,RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO MARANATHA,COLONIA MORAN ZONA 1,32602846.0,MIGUEL ANGEL ARMAS ROCHA,LUIS GUILLERMO GONZÁLEZ ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,, C O L O N I A  M O R A N  Z O N A  1 ,COLEGIO CRISTIANO MARANATHA
11-08-1107-46,11-016,RETALHULEU,NUEVO SAN CARLOS,INSTITUTO DIVERSIFICADO POR COOPERATIVA NUEVO SAN CARLOS,ALDEA MORAZÁN,77915513.0,MARIO RENE RIVERA ARGUETA,EDGAR OBDULIO GOMEZ ESCOBAR,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, A L D E A  M O R A Z Á N ,INSTITUTO DIVERSIFICADO POR COOPERATIVA NUEVO SAN CARLOS
11-08-1354-46,11-014,RETALHULEU,NUEVO SAN CARLOS,ESCUELA NORMAL INTERCULTURAL,A UN COSTADO DE SALON MUNICIPAL,54855414.0,JULIO CÉSAR HERRERA ROLDÁN,ILIANA DEL ROSARIO RUANO RIVAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,,, A  U N  C O S T A D O  D E  S A L O N  M U N I C I P A L ,ESCUELA NORMAL INTERCULTURAL
11-09-0026-46,11-014,RETALHULEU,EL ASINTAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SIBANA,41929081.0,JULIO CÉSAR HERRERA ROLDÁN,JANNIA JULISSA GONZÁLEZ PÉREZ DE MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, A L D E A  S I B A N A ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
11-09-0041-46,11-018,RETALHULEU,EL ASINTAL,COLEGIO MIXTO ADVENTISTA EL XAB,"KILOMETRO 197.5 RUTA 6W, ALDEA XAB",58602015.0,MIRTA ALIDA CASTELLANOS MARROQUIN,GERSON ELUD BARILLAS AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,," K I L O M E T R O  1 9 7 . 5  R U T A  6 W ,  A L D E A  X A B ",COLEGIO MIXTO ADVENTISTA EL XAB
11-09-0048-46,11-017,RETALHULEU,EL ASINTAL,COLEGIO MIXTO CRISTIANO JESHUA,SECTOR ENTRE RIOS ALDEA EL XAB,57077648.0,MIGUEL ANGEL ARMAS ROCHA,SANDRA LETICIA OVALLE FIGUEROA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DOMINICAL,RETALHULEU,,, S E C T O R  E N T R E  R I O S  A L D E A  E L  X A B ,COLEGIO MIXTO CRISTIANO JESHUA
11-09-0050-46,11-018,RETALHULEU,EL ASINTAL,COLEGIO MIXTO CRISTIANO JESHUA,SECTOR ENTRE RIOS ALDEA EL XAB,57077648.0,MIRTA ALIDA CASTELLANOS MARROQUIN,SANDRA LETICIA OVALLE FIGUEROA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, S E C T O R  E N T R E  R I O S  A L D E A  E L  X A B ,COLEGIO MIXTO CRISTIANO JESHUA
